,Date,Symbols,High,Low,Open,Close,Volume,Adj_Close,Company_name
209,2015-05-12,^GSPC,2105.06005859375,2085.570068359375,2102.8701171875,2099.1201171875,3139520000,2099.1201171875,S&P 500
210,2015-05-13,^GSPC,2110.18994140625,2096.0400390625,2099.6201171875,2098.47998046875,3374260000,2098.47998046875,S&P 500
211,2015-05-14,^GSPC,2121.449951171875,2100.429931640625,2100.429931640625,2121.10009765625,3225740000,2121.10009765625,S&P 500
212,2015-05-15,^GSPC,2123.889892578125,2116.81005859375,2122.070068359375,2122.72998046875,3092080000,2122.72998046875,S&P 500
213,2015-05-18,^GSPC,2131.780029296875,2120.010009765625,2121.300048828125,2129.199951171875,2888190000,2129.199951171875,S&P 500
214,2015-05-19,^GSPC,2133.02001953125,2124.5,2129.449951171875,2127.830078125,3296030000,2127.830078125,S&P 500
215,2015-05-20,^GSPC,2134.719970703125,2122.590087890625,2127.7900390625,2125.85009765625,3025880000,2125.85009765625,S&P 500
216,2015-05-21,^GSPC,2134.280029296875,2122.949951171875,2125.550048828125,2130.820068359375,3070460000,2130.820068359375,S&P 500
217,2015-05-22,^GSPC,2132.14990234375,2126.06005859375,2130.360107421875,2126.06005859375,2571860000,2126.06005859375,S&P 500
218,2015-05-26,^GSPC,2125.340087890625,2099.179931640625,2125.340087890625,2104.199951171875,3342130000,2104.199951171875,S&P 500
219,2015-05-27,^GSPC,2126.219970703125,2105.1298828125,2105.1298828125,2123.47998046875,3127960000,2123.47998046875,S&P 500
220,2015-05-28,^GSPC,2122.27001953125,2112.860107421875,2122.27001953125,2120.7900390625,2980350000,2120.7900390625,S&P 500
221,2015-05-29,^GSPC,2120.659912109375,2104.889892578125,2120.659912109375,2107.389892578125,3927390000,2107.389892578125,S&P 500
222,2015-06-01,^GSPC,2119.14990234375,2102.5400390625,2108.639892578125,2111.72998046875,3011710000,2111.72998046875,S&P 500
223,2015-06-02,^GSPC,2117.590087890625,2099.139892578125,2110.409912109375,2109.60009765625,3049350000,2109.60009765625,S&P 500
224,2015-06-03,^GSPC,2121.919921875,2109.610107421875,2110.639892578125,2114.070068359375,3099980000,2114.070068359375,S&P 500
225,2015-06-04,^GSPC,2112.889892578125,2093.22998046875,2112.35009765625,2095.840087890625,3200050000,2095.840087890625,S&P 500
226,2015-06-05,^GSPC,2100.989990234375,2085.669921875,2095.090087890625,2092.830078125,3243690000,2092.830078125,S&P 500
227,2015-06-08,^GSPC,2093.010009765625,2079.110107421875,2092.340087890625,2079.280029296875,2917150000,2079.280029296875,S&P 500
228,2015-06-09,^GSPC,2085.6201171875,2072.139892578125,2079.070068359375,2080.14990234375,3034580000,2080.14990234375,S&P 500
229,2015-06-10,^GSPC,2108.5,2081.1201171875,2081.1201171875,2105.199951171875,3414320000,2105.199951171875,S&P 500
230,2015-06-11,^GSPC,2115.02001953125,2106.239990234375,2106.239990234375,2108.860107421875,3128600000,2108.860107421875,S&P 500
231,2015-06-12,^GSPC,2107.429931640625,2091.330078125,2107.429931640625,2094.110107421875,2719400000,2094.110107421875,S&P 500
232,2015-06-15,^GSPC,2091.340087890625,2072.489990234375,2091.340087890625,2084.429931640625,3061570000,2084.429931640625,S&P 500
233,2015-06-16,^GSPC,2097.39990234375,2082.10009765625,2084.260009765625,2096.2900390625,2919900000,2096.2900390625,S&P 500
234,2015-06-17,^GSPC,2106.7900390625,2088.860107421875,2097.39990234375,2100.43994140625,3222240000,2100.43994140625,S&P 500
235,2015-06-18,^GSPC,2126.64990234375,2101.580078125,2101.580078125,2121.239990234375,3520360000,2121.239990234375,S&P 500
236,2015-06-19,^GSPC,2121.639892578125,2109.449951171875,2121.06005859375,2109.989990234375,4449810000,2109.989990234375,S&P 500
237,2015-06-22,^GSPC,2129.8701171875,2112.5,2112.5,2122.85009765625,3030020000,2122.85009765625,S&P 500
238,2015-06-23,^GSPC,2128.030029296875,2119.889892578125,2123.159912109375,2124.199951171875,3091190000,2124.199951171875,S&P 500
239,2015-06-24,^GSPC,2125.10009765625,2108.580078125,2123.64990234375,2108.580078125,3102480000,2108.580078125,S&P 500
240,2015-06-25,^GSPC,2116.0400390625,2101.780029296875,2109.9599609375,2102.31005859375,3214610000,2102.31005859375,S&P 500
241,2015-06-26,^GSPC,2108.919921875,2095.3798828125,2102.6201171875,2101.489990234375,5025470000,2101.489990234375,S&P 500
242,2015-06-29,^GSPC,2098.6298828125,2056.639892578125,2098.6298828125,2057.639892578125,3678960000,2057.639892578125,S&P 500
243,2015-06-30,^GSPC,2074.280029296875,2056.320068359375,2061.18994140625,2063.110107421875,4078540000,2063.110107421875,S&P 500
244,2015-07-01,^GSPC,2082.780029296875,2067.0,2067.0,2077.419921875,3727260000,2077.419921875,S&P 500
245,2015-07-02,^GSPC,2085.06005859375,2071.02001953125,2078.030029296875,2076.780029296875,2996540000,2076.780029296875,S&P 500
246,2015-07-06,^GSPC,2078.610107421875,2058.39990234375,2073.949951171875,2068.760009765625,3486360000,2068.760009765625,S&P 500
247,2015-07-07,^GSPC,2083.739990234375,2044.02001953125,2069.52001953125,2081.340087890625,4458660000,2081.340087890625,S&P 500
248,2015-07-08,^GSPC,2077.659912109375,2044.6600341796875,2077.659912109375,2046.6800537109375,3608780000,2046.6800537109375,S&P 500
249,2015-07-09,^GSPC,2074.280029296875,2049.72998046875,2049.72998046875,2051.31005859375,3446810000,2051.31005859375,S&P 500
250,2015-07-10,^GSPC,2081.31005859375,2052.739990234375,2052.739990234375,2076.6201171875,3065070000,2076.6201171875,S&P 500
251,2015-07-13,^GSPC,2100.669921875,2080.030029296875,2080.030029296875,2099.60009765625,3096730000,2099.60009765625,S&P 500
252,2015-07-14,^GSPC,2111.97998046875,2098.179931640625,2099.719970703125,2108.949951171875,3002120000,2108.949951171875,S&P 500
253,2015-07-15,^GSPC,2114.139892578125,2102.489990234375,2109.010009765625,2107.39990234375,3261810000,2107.39990234375,S&P 500
254,2015-07-16,^GSPC,2124.419921875,2110.550048828125,2110.550048828125,2124.2900390625,3227080000,2124.2900390625,S&P 500
255,2015-07-17,^GSPC,2128.909912109375,2119.8798828125,2126.800048828125,2126.639892578125,3362750000,2126.639892578125,S&P 500
256,2015-07-20,^GSPC,2132.820068359375,2123.659912109375,2126.85009765625,2128.280029296875,3245870000,2128.280029296875,S&P 500
257,2015-07-21,^GSPC,2128.489990234375,2115.39990234375,2127.550048828125,2119.2099609375,3343690000,2119.2099609375,S&P 500
258,2015-07-22,^GSPC,2118.510009765625,2110.0,2118.2099609375,2114.14990234375,3694070000,2114.14990234375,S&P 500
259,2015-07-23,^GSPC,2116.8701171875,2098.6298828125,2114.159912109375,2102.14990234375,3772810000,2102.14990234375,S&P 500
260,2015-07-24,^GSPC,2106.010009765625,2077.090087890625,2102.239990234375,2079.64990234375,3870040000,2079.64990234375,S&P 500
261,2015-07-27,^GSPC,2078.18994140625,2063.52001953125,2078.18994140625,2067.639892578125,3836750000,2067.639892578125,S&P 500
262,2015-07-28,^GSPC,2095.60009765625,2069.090087890625,2070.75,2093.25,4117740000,2093.25,S&P 500
263,2015-07-29,^GSPC,2110.60009765625,2094.080078125,2094.699951171875,2108.570068359375,4038900000,2108.570068359375,S&P 500
264,2015-07-30,^GSPC,2110.47998046875,2094.969970703125,2106.780029296875,2108.6298828125,3579410000,2108.6298828125,S&P 500
265,2015-07-31,^GSPC,2114.239990234375,2102.070068359375,2111.60009765625,2103.840087890625,3681340000,2103.840087890625,S&P 500
266,2015-08-03,^GSPC,2105.699951171875,2087.31005859375,2104.489990234375,2098.0400390625,3476770000,2098.0400390625,S&P 500
267,2015-08-04,^GSPC,2102.510009765625,2088.60009765625,2097.679931640625,2093.320068359375,3546710000,2093.320068359375,S&P 500
268,2015-08-05,^GSPC,2112.659912109375,2095.27001953125,2095.27001953125,2099.840087890625,3968680000,2099.840087890625,S&P 500
269,2015-08-06,^GSPC,2103.320068359375,2075.530029296875,2100.75,2083.56005859375,4246570000,2083.56005859375,S&P 500
270,2015-08-07,^GSPC,2082.610107421875,2067.909912109375,2082.610107421875,2077.570068359375,3602320000,2077.570068359375,S&P 500
271,2015-08-10,^GSPC,2105.35009765625,2080.97998046875,2080.97998046875,2104.179931640625,3514460000,2104.179931640625,S&P 500
272,2015-08-11,^GSPC,2102.659912109375,2076.489990234375,2102.659912109375,2084.070068359375,3708880000,2084.070068359375,S&P 500
273,2015-08-12,^GSPC,2089.06005859375,2052.090087890625,2081.10009765625,2086.050048828125,4269130000,2086.050048828125,S&P 500
274,2015-08-13,^GSPC,2092.929931640625,2078.260009765625,2086.18994140625,2083.389892578125,3221300000,2083.389892578125,S&P 500
275,2015-08-14,^GSPC,2092.449951171875,2080.610107421875,2083.14990234375,2091.5400390625,2795590000,2091.5400390625,S&P 500
276,2015-08-17,^GSPC,2102.8701171875,2079.300048828125,2089.699951171875,2102.43994140625,2867690000,2102.43994140625,S&P 500
277,2015-08-18,^GSPC,2103.469970703125,2094.139892578125,2101.989990234375,2096.919921875,2949990000,2096.919921875,S&P 500
278,2015-08-19,^GSPC,2096.169921875,2070.530029296875,2095.68994140625,2079.610107421875,3512920000,2079.610107421875,S&P 500
279,2015-08-20,^GSPC,2076.610107421875,2035.72998046875,2076.610107421875,2035.72998046875,3922470000,2035.72998046875,S&P 500
280,2015-08-21,^GSPC,2034.0799560546875,1970.8900146484375,2034.0799560546875,1970.8900146484375,5018240000,1970.8900146484375,S&P 500
281,2015-08-24,^GSPC,1965.1500244140625,1867.010009765625,1965.1500244140625,1893.2099609375,6612690000,1893.2099609375,S&P 500
282,2015-08-25,^GSPC,1948.0400390625,1867.0799560546875,1898.0799560546875,1867.6099853515625,5183560000,1867.6099853515625,S&P 500
283,2015-08-26,^GSPC,1943.0899658203125,1872.75,1872.75,1940.510009765625,5338250000,1940.510009765625,S&P 500
284,2015-08-27,^GSPC,1989.5999755859375,1942.77001953125,1942.77001953125,1987.6600341796875,5006390000,1987.6600341796875,S&P 500
285,2015-08-28,^GSPC,1993.47998046875,1975.18994140625,1986.06005859375,1988.8699951171875,3949080000,1988.8699951171875,S&P 500
286,2015-08-31,^GSPC,1986.72998046875,1965.97998046875,1986.72998046875,1972.1800537109375,3915100000,1972.1800537109375,S&P 500
287,2015-09-01,^GSPC,1970.0899658203125,1903.0699462890625,1970.0899658203125,1913.8499755859375,4371850000,1913.8499755859375,S&P 500
288,2015-09-02,^GSPC,1948.9100341796875,1916.52001953125,1916.52001953125,1948.8599853515625,3742620000,1948.8599853515625,S&P 500
289,2015-09-03,^GSPC,1975.010009765625,1944.719970703125,1950.7900390625,1951.1300048828125,3520700000,1951.1300048828125,S&P 500
290,2015-09-04,^GSPC,1947.760009765625,1911.2099609375,1947.760009765625,1921.219970703125,3167090000,1921.219970703125,S&P 500
291,2015-09-08,^GSPC,1970.4200439453125,1927.300048828125,1927.300048828125,1969.4100341796875,3548650000,1969.4100341796875,S&P 500
292,2015-09-09,^GSPC,1988.6300048828125,1937.8800048828125,1971.449951171875,1942.0400390625,3652120000,1942.0400390625,S&P 500
293,2015-09-10,^GSPC,1965.2900390625,1937.18994140625,1941.5899658203125,1952.2900390625,3626320000,1952.2900390625,S&P 500
294,2015-09-11,^GSPC,1961.050048828125,1939.18994140625,1951.449951171875,1961.050048828125,3218590000,1961.050048828125,S&P 500
295,2015-09-14,^GSPC,1963.06005859375,1948.27001953125,1963.06005859375,1953.030029296875,3000200000,1953.030029296875,S&P 500
296,2015-09-15,^GSPC,1983.18994140625,1954.300048828125,1955.0999755859375,1978.0899658203125,3239860000,1978.0899658203125,S&P 500
297,2015-09-16,^GSPC,1997.260009765625,1977.9300537109375,1978.02001953125,1995.31005859375,3630680000,1995.31005859375,S&P 500
298,2015-09-17,^GSPC,2020.8599853515625,1986.72998046875,1995.3299560546875,1990.199951171875,4183790000,1990.199951171875,S&P 500
299,2015-09-18,^GSPC,1989.6600341796875,1953.449951171875,1989.6600341796875,1958.030029296875,6021240000,1958.030029296875,S&P 500
300,2015-09-21,^GSPC,1979.6400146484375,1955.800048828125,1960.8399658203125,1966.969970703125,3269350000,1966.969970703125,S&P 500
301,2015-09-22,^GSPC,1961.3900146484375,1929.219970703125,1961.3900146484375,1942.739990234375,3808260000,1942.739990234375,S&P 500
302,2015-09-23,^GSPC,1949.52001953125,1932.5699462890625,1943.239990234375,1938.760009765625,3190530000,1938.760009765625,S&P 500
303,2015-09-24,^GSPC,1937.1700439453125,1908.9200439453125,1934.81005859375,1932.239990234375,4091530000,1932.239990234375,S&P 500
304,2015-09-25,^GSPC,1952.8900146484375,1921.5,1935.9300537109375,1931.3399658203125,3721870000,1931.3399658203125,S&P 500
305,2015-09-28,^GSPC,1929.1800537109375,1879.2099609375,1929.1800537109375,1881.77001953125,4326660000,1881.77001953125,S&P 500
306,2015-09-29,^GSPC,1899.47998046875,1871.9100341796875,1881.9000244140625,1884.0899658203125,4132390000,1884.0899658203125,S&P 500
307,2015-09-30,^GSPC,1920.530029296875,1887.1400146484375,1887.1400146484375,1920.030029296875,4525070000,1920.030029296875,S&P 500
308,2015-10-01,^GSPC,1927.2099609375,1900.699951171875,1919.6500244140625,1923.8199462890625,3983600000,1923.8199462890625,S&P 500
309,2015-10-02,^GSPC,1951.3599853515625,1893.699951171875,1921.77001953125,1951.3599853515625,4378570000,1951.3599853515625,S&P 500
310,2015-10-05,^GSPC,1989.1700439453125,1954.3299560546875,1954.3299560546875,1987.050048828125,4334490000,1987.050048828125,S&P 500
311,2015-10-06,^GSPC,1991.6199951171875,1971.989990234375,1986.6300048828125,1979.9200439453125,4202400000,1979.9200439453125,S&P 500
312,2015-10-07,^GSPC,1999.31005859375,1976.43994140625,1982.3399658203125,1995.8299560546875,4666470000,1995.8299560546875,S&P 500
313,2015-10-08,^GSPC,2016.5,1987.530029296875,1994.010009765625,2013.4300537109375,3939140000,2013.4300537109375,S&P 500
314,2015-10-09,^GSPC,2020.1300048828125,2007.6099853515625,2013.72998046875,2014.8900146484375,3706900000,2014.8900146484375,S&P 500
315,2015-10-12,^GSPC,2018.6600341796875,2010.550048828125,2015.6500244140625,2017.4599609375,2893250000,2017.4599609375,S&P 500
316,2015-10-13,^GSPC,2022.3399658203125,2001.780029296875,2015.0,2003.68994140625,3401920000,2003.68994140625,S&P 500
317,2015-10-14,^GSPC,2009.56005859375,1990.72998046875,2003.6600341796875,1994.239990234375,3644590000,1994.239990234375,S&P 500
318,2015-10-15,^GSPC,2024.1500244140625,1996.469970703125,1996.469970703125,2023.8599853515625,3746290000,2023.8599853515625,S&P 500
319,2015-10-16,^GSPC,2033.5400390625,2020.4599609375,2024.3699951171875,2033.1099853515625,3595430000,2033.1099853515625,S&P 500
320,2015-10-19,^GSPC,2034.449951171875,2022.31005859375,2031.72998046875,2033.6600341796875,3287320000,2033.6600341796875,S&P 500
321,2015-10-20,^GSPC,2039.1199951171875,2026.6099853515625,2033.1300048828125,2030.77001953125,3331500000,2030.77001953125,S&P 500
322,2015-10-21,^GSPC,2037.969970703125,2017.219970703125,2033.469970703125,2018.93994140625,3627790000,2018.93994140625,S&P 500
323,2015-10-22,^GSPC,2055.199951171875,2021.8800048828125,2021.8800048828125,2052.510009765625,4430850000,2052.510009765625,S&P 500
324,2015-10-23,^GSPC,2079.739990234375,2058.18994140625,2058.18994140625,2075.14990234375,4108460000,2075.14990234375,S&P 500
325,2015-10-26,^GSPC,2075.139892578125,2066.530029296875,2075.080078125,2071.179931640625,3385800000,2071.179931640625,S&P 500
326,2015-10-27,^GSPC,2070.3701171875,2058.840087890625,2068.75,2065.889892578125,4216880000,2065.889892578125,S&P 500
327,2015-10-28,^GSPC,2090.35009765625,2063.110107421875,2066.47998046875,2090.35009765625,4698110000,2090.35009765625,S&P 500
328,2015-10-29,^GSPC,2092.52001953125,2082.6298828125,2088.35009765625,2089.409912109375,4008940000,2089.409912109375,S&P 500
329,2015-10-30,^GSPC,2094.320068359375,2079.340087890625,2090.0,2079.360107421875,4256200000,2079.360107421875,S&P 500
330,2015-11-02,^GSPC,2106.199951171875,2080.760009765625,2080.760009765625,2104.050048828125,3760020000,2104.050048828125,S&P 500
331,2015-11-03,^GSPC,2116.47998046875,2097.510009765625,2102.6298828125,2109.7900390625,4272060000,2109.7900390625,S&P 500
332,2015-11-04,^GSPC,2114.590087890625,2096.97998046875,2110.60009765625,2102.31005859375,4078870000,2102.31005859375,S&P 500
333,2015-11-05,^GSPC,2108.780029296875,2090.409912109375,2101.679931640625,2099.929931640625,4051890000,2099.929931640625,S&P 500
334,2015-11-06,^GSPC,2101.909912109375,2083.739990234375,2098.60009765625,2099.199951171875,4369020000,2099.199951171875,S&P 500
335,2015-11-09,^GSPC,2096.56005859375,2068.239990234375,2096.56005859375,2078.580078125,3882350000,2078.580078125,S&P 500
336,2015-11-10,^GSPC,2083.669921875,2069.909912109375,2077.18994140625,2081.719970703125,3821440000,2081.719970703125,S&P 500
337,2015-11-11,^GSPC,2086.93994140625,2074.85009765625,2083.409912109375,2075.0,3692410000,2075.0,S&P 500
338,2015-11-12,^GSPC,2072.2900390625,2045.6600341796875,2072.2900390625,2045.969970703125,4016370000,2045.969970703125,S&P 500
339,2015-11-13,^GSPC,2044.6400146484375,2022.02001953125,2044.6400146484375,2023.0400390625,4278750000,2023.0400390625,S&P 500
340,2015-11-16,^GSPC,2053.219970703125,2019.3900146484375,2022.0799560546875,2053.18994140625,3741240000,2053.18994140625,S&P 500
341,2015-11-17,^GSPC,2066.68994140625,2045.9000244140625,2053.669921875,2050.43994140625,4427350000,2050.43994140625,S&P 500
342,2015-11-18,^GSPC,2085.31005859375,2051.989990234375,2051.989990234375,2083.580078125,3926390000,2083.580078125,S&P 500
343,2015-11-19,^GSPC,2086.739990234375,2078.760009765625,2083.699951171875,2081.239990234375,3628110000,2081.239990234375,S&P 500
344,2015-11-20,^GSPC,2097.06005859375,2082.820068359375,2082.820068359375,2089.169921875,3929600000,2089.169921875,S&P 500
345,2015-11-23,^GSPC,2095.610107421875,2081.389892578125,2089.409912109375,2086.590087890625,3587980000,2086.590087890625,S&P 500
346,2015-11-24,^GSPC,2094.1201171875,2070.2900390625,2084.419921875,2089.139892578125,3884930000,2089.139892578125,S&P 500
347,2015-11-25,^GSPC,2093.0,2086.300048828125,2089.300048828125,2088.8701171875,2852940000,2088.8701171875,S&P 500
348,2015-11-27,^GSPC,2093.2900390625,2084.1298828125,2088.820068359375,2090.110107421875,1466840000,2090.110107421875,S&P 500
349,2015-11-30,^GSPC,2093.81005859375,2080.409912109375,2090.949951171875,2080.409912109375,4275030000,2080.409912109375,S&P 500
350,2015-12-01,^GSPC,2103.3701171875,2082.929931640625,2082.929931640625,2102.6298828125,3712120000,2102.6298828125,S&P 500
351,2015-12-02,^GSPC,2104.27001953125,2077.110107421875,2101.7099609375,2079.510009765625,3950640000,2079.510009765625,S&P 500
352,2015-12-03,^GSPC,2085.0,2042.3499755859375,2080.7099609375,2049.6201171875,4306490000,2049.6201171875,S&P 500
353,2015-12-04,^GSPC,2093.840087890625,2051.239990234375,2051.239990234375,2091.68994140625,4214910000,2091.68994140625,S&P 500
354,2015-12-07,^GSPC,2090.419921875,2066.780029296875,2090.419921875,2077.070068359375,4043820000,2077.070068359375,S&P 500
355,2015-12-08,^GSPC,2073.85009765625,2052.320068359375,2073.389892578125,2063.590087890625,4173570000,2063.590087890625,S&P 500
356,2015-12-09,^GSPC,2080.330078125,2036.530029296875,2061.169921875,2047.6199951171875,4385250000,2047.6199951171875,S&P 500
357,2015-12-10,^GSPC,2067.64990234375,2045.6700439453125,2047.9300537109375,2052.22998046875,3715150000,2052.22998046875,S&P 500
358,2015-12-11,^GSPC,2047.27001953125,2008.800048828125,2047.27001953125,2012.3699951171875,4301060000,2012.3699951171875,S&P 500
359,2015-12-14,^GSPC,2022.9200439453125,1993.260009765625,2013.3699951171875,2021.93994140625,4612440000,2021.93994140625,S&P 500
360,2015-12-15,^GSPC,2053.8701171875,2025.550048828125,2025.550048828125,2043.4100341796875,4353540000,2043.4100341796875,S&P 500
361,2015-12-16,^GSPC,2076.719970703125,2042.4300537109375,2046.5,2073.070068359375,4635450000,2073.070068359375,S&P 500
362,2015-12-17,^GSPC,2076.3701171875,2041.6600341796875,2073.760009765625,2041.8900146484375,4327390000,2041.8900146484375,S&P 500
363,2015-12-18,^GSPC,2040.81005859375,2005.3299560546875,2040.81005859375,2005.550048828125,6683070000,2005.550048828125,S&P 500
364,2015-12-21,^GSPC,2022.9000244140625,2005.9300537109375,2010.27001953125,2021.1500244140625,3760280000,2021.1500244140625,S&P 500
365,2015-12-22,^GSPC,2042.739990234375,2020.489990234375,2023.1500244140625,2038.969970703125,3520860000,2038.969970703125,S&P 500
366,2015-12-23,^GSPC,2064.72998046875,2042.199951171875,2042.199951171875,2064.2900390625,3484090000,2064.2900390625,S&P 500
367,2015-12-24,^GSPC,2067.360107421875,2058.72998046875,2063.52001953125,2060.989990234375,1411860000,2060.989990234375,S&P 500
368,2015-12-28,^GSPC,2057.77001953125,2044.199951171875,2057.77001953125,2056.5,2492510000,2056.5,S&P 500
369,2015-12-29,^GSPC,2081.56005859375,2060.5400390625,2060.5400390625,2078.360107421875,2542000000,2078.360107421875,S&P 500
370,2015-12-30,^GSPC,2077.340087890625,2061.969970703125,2077.340087890625,2063.360107421875,2367430000,2063.360107421875,S&P 500
371,2015-12-31,^GSPC,2062.5400390625,2043.6199951171875,2060.590087890625,2043.93994140625,2655330000,2043.93994140625,S&P 500
372,2016-01-04,^GSPC,2038.199951171875,1989.6800537109375,2038.199951171875,2012.6600341796875,4304880000,2012.6600341796875,S&P 500
373,2016-01-05,^GSPC,2021.93994140625,2004.1700439453125,2013.780029296875,2016.7099609375,3706620000,2016.7099609375,S&P 500
374,2016-01-06,^GSPC,2011.7099609375,1979.050048828125,2011.7099609375,1990.260009765625,4336660000,1990.260009765625,S&P 500
375,2016-01-07,^GSPC,1985.3199462890625,1938.8299560546875,1985.3199462890625,1943.0899658203125,5076590000,1943.0899658203125,S&P 500
376,2016-01-08,^GSPC,1960.4000244140625,1918.4599609375,1945.969970703125,1922.030029296875,4664940000,1922.030029296875,S&P 500
377,2016-01-11,^GSPC,1935.6500244140625,1901.0999755859375,1926.1199951171875,1923.6700439453125,4607290000,1923.6700439453125,S&P 500
378,2016-01-12,^GSPC,1947.3800048828125,1914.3499755859375,1927.8299560546875,1938.6800537109375,4887260000,1938.6800537109375,S&P 500
379,2016-01-13,^GSPC,1950.3299560546875,1886.4100341796875,1940.3399658203125,1890.280029296875,5087030000,1890.280029296875,S&P 500
380,2016-01-14,^GSPC,1934.469970703125,1878.9300537109375,1891.6800537109375,1921.8399658203125,5241110000,1921.8399658203125,S&P 500
381,2016-01-15,^GSPC,1916.6800537109375,1857.8299560546875,1916.6800537109375,1880.3299560546875,5468460000,1880.3299560546875,S&P 500
382,2016-01-19,^GSPC,1901.43994140625,1864.5999755859375,1888.6600341796875,1881.3299560546875,4928350000,1881.3299560546875,S&P 500
383,2016-01-20,^GSPC,1876.1800537109375,1812.2900390625,1876.1800537109375,1859.3299560546875,6416070000,1859.3299560546875,S&P 500
384,2016-01-21,^GSPC,1889.8499755859375,1848.97998046875,1861.4599609375,1868.989990234375,5078810000,1868.989990234375,S&P 500
385,2016-01-22,^GSPC,1908.8499755859375,1877.4000244140625,1877.4000244140625,1906.9000244140625,4901760000,1906.9000244140625,S&P 500
386,2016-01-25,^GSPC,1906.280029296875,1875.969970703125,1906.280029296875,1877.0799560546875,4401380000,1877.0799560546875,S&P 500
387,2016-01-26,^GSPC,1906.72998046875,1878.7900390625,1878.7900390625,1903.6300048828125,4357940000,1903.6300048828125,S&P 500
388,2016-01-27,^GSPC,1916.989990234375,1872.699951171875,1902.52001953125,1882.949951171875,4754040000,1882.949951171875,S&P 500
389,2016-01-28,^GSPC,1902.9599609375,1873.6500244140625,1885.219970703125,1893.3599853515625,4693010000,1893.3599853515625,S&P 500
390,2016-01-29,^GSPC,1940.239990234375,1894.0,1894.0,1940.239990234375,5497570000,1940.239990234375,S&P 500
391,2016-02-01,^GSPC,1947.199951171875,1920.300048828125,1936.93994140625,1939.3800048828125,4322530000,1939.3800048828125,S&P 500
392,2016-02-02,^GSPC,1935.260009765625,1897.2900390625,1935.260009765625,1903.030029296875,4463190000,1903.030029296875,S&P 500
393,2016-02-03,^GSPC,1918.010009765625,1872.22998046875,1907.0699462890625,1912.530029296875,5172950000,1912.530029296875,S&P 500
394,2016-02-04,^GSPC,1927.3499755859375,1900.52001953125,1911.6700439453125,1915.449951171875,5193320000,1915.449951171875,S&P 500
395,2016-02-05,^GSPC,1913.0699462890625,1872.6500244140625,1913.0699462890625,1880.050048828125,4929940000,1880.050048828125,S&P 500
396,2016-02-08,^GSPC,1873.25,1828.4599609375,1873.25,1853.43994140625,5636460000,1853.43994140625,S&P 500
397,2016-02-09,^GSPC,1868.25,1834.93994140625,1848.4599609375,1852.2099609375,5183220000,1852.2099609375,S&P 500
398,2016-02-10,^GSPC,1881.5999755859375,1850.3199462890625,1857.0999755859375,1851.8599853515625,4471170000,1851.8599853515625,S&P 500
399,2016-02-11,^GSPC,1847.0,1810.0999755859375,1847.0,1829.0799560546875,5500800000,1829.0799560546875,S&P 500
400,2016-02-12,^GSPC,1864.780029296875,1833.4000244140625,1833.4000244140625,1864.780029296875,4696920000,1864.780029296875,S&P 500
401,2016-02-16,^GSPC,1895.77001953125,1871.43994140625,1871.43994140625,1895.5799560546875,4570670000,1895.5799560546875,S&P 500
402,2016-02-17,^GSPC,1930.6800537109375,1898.800048828125,1898.800048828125,1926.8199462890625,5011540000,1926.8199462890625,S&P 500
403,2016-02-18,^GSPC,1930.0,1915.0899658203125,1927.5699462890625,1917.8299560546875,4436490000,1917.8299560546875,S&P 500
404,2016-02-19,^GSPC,1918.780029296875,1902.1700439453125,1916.739990234375,1917.780029296875,4142850000,1917.780029296875,S&P 500
405,2016-02-22,^GSPC,1946.699951171875,1924.43994140625,1924.43994140625,1945.5,4054710000,1945.5,S&P 500
406,2016-02-23,^GSPC,1942.3800048828125,1919.43994140625,1942.3800048828125,1921.27001953125,3890650000,1921.27001953125,S&P 500
407,2016-02-24,^GSPC,1932.0799560546875,1891.0,1917.56005859375,1929.800048828125,4317250000,1929.800048828125,S&P 500
408,2016-02-25,^GSPC,1951.8299560546875,1925.4100341796875,1931.8699951171875,1951.699951171875,4118210000,1951.699951171875,S&P 500
409,2016-02-26,^GSPC,1962.9599609375,1945.780029296875,1954.949951171875,1948.050048828125,4348510000,1948.050048828125,S&P 500
410,2016-02-29,^GSPC,1958.27001953125,1931.81005859375,1947.1300048828125,1932.22998046875,4588180000,1932.22998046875,S&P 500
411,2016-03-01,^GSPC,1978.3499755859375,1937.0899658203125,1937.0899658203125,1978.3499755859375,4819750000,1978.3499755859375,S&P 500
412,2016-03-02,^GSPC,1986.510009765625,1968.800048828125,1976.5999755859375,1986.449951171875,4666610000,1986.449951171875,S&P 500
413,2016-03-03,^GSPC,1993.68994140625,1977.3699951171875,1985.5999755859375,1993.4000244140625,5081700000,1993.4000244140625,S&P 500
414,2016-03-04,^GSPC,2009.1300048828125,1986.77001953125,1994.010009765625,1999.989990234375,6049930000,1999.989990234375,S&P 500
415,2016-03-07,^GSPC,2006.1199951171875,1989.3800048828125,1996.1099853515625,2001.760009765625,4968180000,2001.760009765625,S&P 500
416,2016-03-08,^GSPC,1996.8800048828125,1977.4300537109375,1996.8800048828125,1979.260009765625,4641650000,1979.260009765625,S&P 500
417,2016-03-09,^GSPC,1992.68994140625,1979.8399658203125,1981.43994140625,1989.260009765625,4038120000,1989.260009765625,S&P 500
418,2016-03-10,^GSPC,2005.0799560546875,1969.25,1990.969970703125,1989.5699462890625,4376790000,1989.5699462890625,S&P 500
